C1,C2,C3,Respiration Synchrony,Choreographer/Performer Rating,Dramaturg Rating,Collaborator/Performer Rating,Dancer Acceleration,Dancer Distance,Audio RMS,Audio Pulse Clarity,Luminance
0.2204117187632191,0.12546141506983072,0.26732986277311993,0.1468659998905125,0.4980620158447134,0.4117647053315833,0.40642722137441256,0.7247911504383866,0.13922537589700823,0.0011825196580489163,0.10302617720059438,0.5824566777859004
0.17255241119094664,0.22861013784362197,0.20356693944226115,0.15813298622723965,0.5058139535317515,0.4117647053315833,0.40642722137441256,0.7908652855580484,0.19515061966999878,0.0007920978081062915,0.32811261538066766,0.651268141421915
0.17797965344555877,0.2699969273189259,0.14490941345918648,0.2002847397276327,0.7965116279875384,0.4117647053315833,0.40642722137441256,0.7766522850508899,0.25826594970084193,0.08384847133373254,0.14520525278282573,0.6524991688774183
0.23698415139357384,0.32284716703814775,0.16310538473915454,0.17450330969871258,0.8624030999261988,0.4117647053315833,0.5671077499785843,0.7165530883839822,0.30404216748139645,0.050365550340632025,0.18308870632320168,0.6525507648758921
0.27100147071896186,0.36384967456538136,0.2467114025564481,0.16696181029276794,0.9166666658672481,0.5750507100780274,0.6398865781822283,0.6729024723385886,0.30633066719976365,0.137044482285384,0.17910880060490197,0.6531041747683576
0.2548553057532971,0.34767104253349235,0.2787300282032515,0.08598710351403623,0.9408914723383699,0.6146044626788096,0.8818525517520198,0.6366412464616146,0.3105185713239284,0.057402253110189115,0.1894358946371528,0.6535181680950459
0.2064695012946094,0.2679521033909469,0.2917551903557531,0.05898173370710208,0.9418604646824861,0.6186612572171537,0.9206049152102193,0.6586048926389104,0.35206141164318855,0.061011643314543465,0.11852535345073291,0.6543334605731153
0.18430384442582456,0.2675423131801557,0.36453465595595597,0.08066429121157352,0.9418604646824861,0.6186612572171537,0.9206049152102193,0.7808608934434735,0.3953491998597488,0.032796057130519835,0.10275776221385878,0.6554197514044017
0.15663673978873774,0.2898626931429352,0.3952882302045761,0.07870611918700383,0.9418604646824861,0.6186612572171537,0.9206049152102193,0.7397315762988916,0.45559119161779893,0.12679057856636858,0.07046317769074276,0.6559832959964169
0.1368544934367655,0.33710908304087595,0.32408661256216553,0.0873218261663201,0.9457364340589508,0.5973630835500764,0.9206049152102193,0.8010503399928007,0.5115323385277333,0.13678489031673477,0.18959627842423482,0.6565229500869032
0.15850624469174865,0.41914264802605283,0.3949288264881919,0.08557342325138594,0.949612402369524,0.547667342262663,0.9206049152102193,0.8312165947875485,0.5494294707252064,0.14938753550300898,0.1862967373991463,0.6571560673692174
0.2286702365217474,0.4081549623680065,0.4761512355875727,0.041361063008357825,0.949612402369524,0.430020284265288,0.9206049152102193,0.736179736019062,0.524196511929425,0.1041288074670498,0.19724758191835762,0.6680344559096888
0.23655713602860987,0.4064080071969443,0.41120853159097576,0.10446093621026054,0.949612402369524,0.3569979720416253,0.9206049152102193,0.6076717343774979,0.46221168920007377,0.034423690391002085,0.2895784023570059,0.6817574874712788
0.17402440872030567,0.46293524777904554,0.3463071269946883,0.08223413938531311,0.949612402369524,0.3427991888166501,0.9206049152102193,0.6232383421515464,0.39986063313723286,0.050994893205638485,0.2509130530290602,0.6946766375324827
0.12765352939091265,0.37052137052072637,0.33155440926631163,0.032889907089573615,0.949612402369524,0.3275862069570889,0.9206049152102193,0.5360708608973226,0.3611385869537446,0.06655275823242907,0.24291923358712106,0.7062891199371338
0.14027662412817868,0.22456429597075608,0.23477873555621362,0.049477046058748614,0.949612402369524,0.3275862069570889,0.9206049152102193,0.44056139793294097,0.3328802625518241,0.041032443644965756,0.1351609857138214,0.7157019987396988
0.08646287457662126,0.25971978723114936,0.1379471101493858,0.07391758112982569,0.949612402369524,0.3275862069570889,0.9206049152102193,0.4441848523810601,0.3356316356892996,0.03435751399920946,0.16548847661979363,0.7128665876453173
0.12177795857502713,0.23154550251814324,0.15478049007663658,0.08563594153494664,0.949612402369524,0.3265720083225028,0.9206049152102193,0.4405537724918375,0.34379758374723857,0.0416379719507385,0.13930222038452306,0.7058306167602123
0.17114286532697073,0.1432993187379392,0.23864489092296887,0.16161985103923335,0.949612402369524,0.3265720083225028,0.9206049152102193,0.3788514019370715,0.3474809456245782,0.11890365621316262,0.13051051032569544,0.6979059820531011
0.26450822844525357,0.17362106279935083,0.24748480405572104,0.2042418248426331,0.949612402369524,0.3215010139791873,0.9206049152102193,0.40516642167584055,0.3385205063031677,0.3108196912607609,0.11955473300064359,0.6887184495957446
0.3937756464465159,0.20261938308293445,0.20775635523137212,0.24414533388561807,0.949612402369524,0.31845841807542924,0.9206049152102193,0.37450371719726344,0.3305339207321939,0.05862824534145934,0.11722768812656072,0.6871997622402636
0.4308214397460762,0.15001435548009567,0.19844340906524513,0.3288690660757192,0.949612402369524,0.31845841807542924,0.9206049152102193,0.5204918773070821,0.3210907750348031,0.0975186780123912,0.11626683665157866,0.6915292465864487
0.4203296160392356,0.16764779941881477,0.17816916588217188,0.33690461081462997,0.949612402369524,0.31845841807542924,0.9206049152102193,0.6165960322887326,0.3439014178889933,0.09142022277042669,0.11034400483444165,0.6971859179733211
0.4168258551704121,0.13080247670499803,0.2621452101502184,0.41618384077520587,0.949612402369524,0.31845841807542924,0.9139886574728541,0.8266874217349853,0.3770947559239019,0.09084507566679753,0.10920480664565214,0.7045041575911468
0.4024676920393945,0.0942471442316019,0.4042762983463768,0.42239338171455754,0.949612402369524,0.31845841807542924,0.8827977312643249,0.8445100636469864,0.41865709846244464,0.03425517915667064,0.15642402893840654,0.7135171047988629
0.300592266097914,0.10653548887000006,0.5659230032871911,0.4402557656299852,0.949612402369524,0.31845841807542924,0.8827977312643249,0.815607872405297,0.4224903738285373,0.04760259342156787,0.12776040706159858,0.7155631170358961
0.2974847826357917,0.11659452943487716,0.604414224911537,0.3929166197994497,0.949612402369524,0.31845841807542924,0.8827977312643249,0.6318176969966935,0.4000853785734149,0.17981312535834484,0.12527344739385823,0.7123340420810017
0.2756742385351248,0.13321201451698672,0.5982909009737509,0.4444781722084745,0.949612402369524,0.31845841807542924,0.8827977312643249,0.47680564507360573,0.36843900603884217,0.04577761158427343,0.12481572057919244,0.7082887865975479
0.2812080654637909,0.15250625688997438,0.47777591456669866,0.427115017710462,0.949612402369524,0.31845841807542924,0.8827977312643249,0.26279603746813435,0.3328081946256775,0.017965825038673684,0.15536847668401702,0.7022604968502424
0.2669317343892576,0.1308930766626771,0.4100538093129058,0.5037036773693571,0.949612402369524,0.31845841807542924,0.8827977312643249,0.16506631379839556,0.2843607449178074,0.05154347334864404,0.08821256285651471,0.6949531433593041
0.24776400793845346,0.1259863950365704,0.3648640473786374,0.46097209575795733,0.949612402369524,0.31845841807542924,0.8827977312643249,0.22217624638764844,0.25999889962987743,0.03189576340178816,0.19858500281014396,0.6858629637313661
0.19871861594458423,0.10752230735446693,0.47723182981105683,0.32456263263600615,0.949612402369524,0.31845841807542924,0.8827977312643249,0.25588748511198856,0.26348777137051305,0.06624485253786008,0.27844925898045897,0.6762830345637897
0.2054049405985405,0.08013291015580735,0.6052193285208569,0.34757489951526116,0.949612402369524,0.33975659174250666,0.8827977312643249,0.31575536714649916,0.26618032765525884,0.22517796754941113,0.2674663039650185,0.6677032678439385
0.1852867824214858,0.1029830950057243,0.6852048426063535,0.2360100207812448,0.949612402369524,0.5030425964889508,0.8827977312643249,0.3888425959139552,0.2639256381518875,0.11500601134243656,0.26810767520493045,0.661192794064054
0.18912126981399185,0.17494852424233243,0.749313123957915,0.19898510333526362,0.949612402369524,0.5283975658647576,0.8827977312643249,0.44175560698782224,0.25631423739915854,0.14968202149435472,0.26502902051151594,0.6565500588881193
0.18867105330952666,0.21138826736810312,0.6899982883027007,0.2313711646756475,0.949612402369524,0.5415821504551469,0.8827977312643249,0.42121548804315356,0.29621205879419416,0.054135404148858084,0.20543237261138986,0.6547234214750862
0.2016732657322063,0.310583310809086,0.5846476776612064,0.22589868245026232,0.949612402369524,0.5517241379713925,0.8827977312643249,0.4136421352553251,0.3869062919390607,0.07649207085553004,0.15004126292683764,0.65482190321219
0.15131075858222898,0.3993357176034328,0.5154733774598301,0.21641980562971153,0.949612402369524,0.5862068962288592,0.8827977312643249,0.3842564709791173,0.5058325198977563,0.06765242641716851,0.21518944461767558,0.6605175724117713
0.16884994897431635,0.3454141248858778,0.5648949522419989,0.20118746113406832,0.949612402369524,0.5862068962288592,0.8827977312643249,0.3362096373174645,0.6415872978195082,0.0070815934582153265,0.22932012078676797,0.6732052098302327
0.1790315144524743,0.3511544799952478,0.5348646771601904,0.19938718128866814,0.949612402369524,0.584178498959687,0.8827977312643249,0.4834256843409992,0.7269209227634208,0.010945252458987717,0.2784466819094475,0.6851641513240396
0.19133724780845496,0.35480150551830136,0.5347811395727136,0.16245119572348585,0.949612402369524,0.5192697769830981,0.8827977312643249,0.7572300289731153,0.698922001399359,0.01216954714320785,0.3185920010055985,0.6956014852897081
0.18488171953656551,0.3241438360657849,0.5059174010405094,0.2017072421825482,0.949612402369524,0.4716024341352422,0.8827977312643249,0.7935212659137274,0.567900675146864,0.01997076083485951,0.3461265774441293,0.7048016305079289
0.1981757369451663,0.2522336518695284,0.5139945570726697,0.12881577377311962,0.949612402369524,0.40770791079323915,0.8827977312643249,0.8283204053890314,0.4002532001673553,0.012224839673666906,0.13751365892501535,0.7068655088721456
0.1764321194960222,0.301266956106226,0.43957047410476696,0.1263470172776441,0.949612402369524,0.393509127568264,0.8827977312643249,0.9195710102435108,0.2217060512052353,0.023187850011672558,0.15698632692980796,0.7004702329959417
0.121733904074885,0.32304975405430486,0.4082970719086253,0.11876239887373266,0.949612402369524,0.393509127568264,0.8827977312643249,0.7664040109798177,0.12455758596194778,0.005627103011053071,0.17005824446089393,0.6907399307629991
0.09712193640374008,0.26087882376432536,0.38822521672923677,0.09164965190666531,0.949612402369524,0.393509127568264,0.8827977312643249,0.5475862143121295,0.12854917781126093,0.01449660471728346,0.13517644215783137,0.6805928500344077
0.07129808117454382,0.23328014191587867,0.3986269173430741,0.11988974077332405,0.949612402369524,0.393509127568264,0.8827977312643249,0.5389810101822405,0.1729879831683943,0.007593602988845242,0.12423772327218618,0.6709881904568066
0.09488792014016749,0.19381395106946236,0.37899788792454864,0.13616961301079564,0.949612402369524,0.4006085191807516,0.8827977312643249,0.5660968107573681,0.2088914774526248,0.005869209546507222,0.12862177689563092,0.6624848365654866
0.1248056736334213,0.14782956114814258,0.6624857818022335,0.1469332935514416,0.949612402369524,0.4056795135240671,0.8827977312643249,0.48448241886240956,0.24773670592684482,0.07975751567300482,0.1591378187116302,0.6554260175192819
0.11322863774894484,0.09588375842333291,0.6590816251125544,0.1318020766596555,0.949612402369524,0.4056795135240671,0.8827977312643249,0.4632565975909306,0.2767048445522802,0.018599114875216392,0.2845885743338558,0.6520569325417924
0.11231157588592144,0.13785484635521097,0.635493493206906,0.15229842000097513,0.949612402369524,0.40770791079323915,0.8827977312643249,0.41179978879235185,0.27697850012054204,0.16853694902565203,0.2577379685736934,0.6516961520190292
0.10939407558641143,0.23500169021315295,0.6150134751660222,0.08573512985177272,0.949612402369524,0.40770791079323915,0.8827977312643249,0.42132806654850147,0.2906580214873741,0.07949858036864658,0.25374877869984624,0.6518739567461425
0.0750915871150337,0.32946277702140303,0.5901694847519604,0.07856097337614182,0.949612402369524,0.40770791079323915,0.8827977312643249,0.3654256476130863,0.32100527628654985,0.01832028403999935,0.2755512146119725,0.6516931149511315
0.047975384301304484,0.3460843236248857,0.2848831766773686,0.07748729666755912,0.949612402369524,0.40770791079323915,0.8827977312643249,0.3652115992847844,0.3442353447336698,0.15745432099983203,0.2369894661707948,0.65185971864088
0.05201307419726656,0.3877926352987598,0.24887264877491533,0.07227467355825036,0.949612402369524,0.4198782955786569,0.8827977312643249,0.4851074376560351,0.3539253357118776,0.13688964922851796,0.23136506970521253,0.6520061558405628
0.06504126546596521,0.37734318173739595,0.21571113678588863,0.0919583527217486,0.949612402369524,0.6703853957737389,0.8827977312643249,0.47913268704011164,0.37937675182110203,0.03418915645226526,0.20389875334536778,0.6504400087230997
0.09388492134615568,0.2522162845417184,0.2186871922254988,0.0995372989449851,0.949612402369524,0.6825557805591567,0.8827977312643249,0.4892909719732067,0.3862825578224188,0.0124691956336072,0.18506039057241191,0.6489211118689703
0.10752516884361969,0.15580479075829143,0.2006806392477019,0.16981044638725395,0.949612402369524,0.6825557805591567,0.8827977312643249,0.5781710325854476,0.39247078959249543,0.034502050001129596,0.1411395511781262,0.6480339597350331
0.10694568617728971,0.15245018881004938,0.25975113034812164,0.1598085903652692,0.949612402369524,0.6683569973341816,0.8827977312643249,0.6770928452624528,0.4020670647394848,0.08625501323017873,0.132502537164696,0.6469607115564265
0.1678664165569373,0.15615231027208257,0.284000182644594,0.16491325359277315,0.949612402369524,0.57302231163847,0.8827977312643249,0.6010990618074056,0.40265892170989837,0.023684546689899916,0.1264369435098401,0.646734549152885
0.14518871584803295,0.18634836784095726,0.342292159468084,0.15198977264659566,0.949612402369524,0.57302231163847,0.8827977312643249,0.7696199788157498,0.37423908129807787,0.026428732790348342,0.09178478527280823,0.6473509583658994
0.2655771856189333,0.23631512419905723,0.3751161125887657,0.14490254461188812,0.949612402369524,0.57302231163847,0.8827977312643249,0.7720967322427964,0.3778569499427786,0.03309153510409239,0.13229722572179986,0.6476939131006427
