index,Luminance Non-Windowed,C1,C2,C3,Time,Sound Amplitude,Respiration Synchrony,Dancer Acceleration Non-Windowed,Dancer Distance Non-Windowed,Choreographer/Performer Rating,Dramaturg Rating,Collaborator/Performer Rating,Dancer Acceleration,Dancer Distance,Audio RMS,Audio Pulse Clarity,Luminance
1300,0.839077323,0.013627319,-0.87462091,-0.23298925,1300.0,0.049,-0.12698562,0.978605098,0.33725547,0.796363636,0.704506066,0.150246305,1.020635431,0.309343215,0.002077114,0.154520188,55.2523686
1301,0.83357973,-0.69825715,-0.77616143,-0.63929248,1301.0,0.0385,-0.59589726,0.969304545,0.324332871,0.796363636,0.740034662,0.136288998,1.019962104,0.297357611,0.001808104,0.123962224,55.15006646
1302,0.832309596,-1.1858743,-0.68898225,0.37333113,1302.0,-0.03,-0.80738568,1.486353821,0.333976698,0.796363636,0.740034662,0.136288998,1.029188464,0.286370531,0.000293721,0.124480292,54.88806484
1303,0.836518941,-1.2174759,-1.0877939,0.94114184,1303.0,0.0602,-0.96080655,1.070227964,0.303508217,0.796363636,0.740034662,0.136288998,1.043235696,0.27320497,0.000931136,0.126503905,54.47576756
1304,0.826775267,-1.117458,-1.3736093,1.2756869,1304.0,0.0368,-0.8273918,0.970221782,0.278206118,0.796363636,0.731369151,0.136288998,1.036771471,0.271616965,0.000655497,0.125734336,53.97641498
1305,0.837126489,-1.3828886,-1.2315402,1.8743967,1305.0,-0.0617,-0.70816469,1.030144285,0.275323609,0.796363636,0.721837088,0.136288998,1.048514158,0.279736788,0.002594372,0.09466422,53.38838682
1306,0.821514662,-1.2508557,-0.47282562,2.1194441,1306.0,-0.00727,-0.61523217,1.009719755,0.271028147,0.796363636,0.719237435,0.136288998,1.047571603,0.299632136,0.0013641,0.077279537,52.76087745
1307,0.74624984,-0.89736813,-0.14192866,0.90110445,1307.0,0.146,-0.38840523,1.016993672,0.271028147,0.796363636,0.707105719,0.136288998,1.04363957,0.306796846,0.00059279,0.085891136,52.1239394
1308,0.683929235,-0.95760131,-0.20388056,0.19598883,1308.0,-0.0164,-0.35977125,0.994171515,0.271028147,0.796363636,0.70017331,0.136288998,1.0518949,0.328871762,0.001081598,0.069320223,51.61897827
1309,0.624884182,-1.0159389,-0.27372929,0.21883215,1309.0,-0.0259,-0.77427906,0.993131861,0.271028147,0.796363636,0.698440208,0.136288998,1.074994242,0.369985812,0.000719728,0.155202646,51.19322709
1310,0.607503126,-0.8346439,-0.43679422,-0.05581687,1310.0,0.0461,-0.95419067,1.009289468,0.381433804,0.796363636,0.698440208,0.136288998,1.063239593,0.376084063,0.000414966,0.148203174,50.9211599
1311,0.57553146,-0.94233274,-1.1165099,-0.27789396,1311.0,-0.0448,-0.96312571,1.007634128,0.346551932,0.796363636,0.698440208,0.136288998,1.060559349,0.370093219,0.002540933,0.14044316,50.7979174
1312,0.471626014,-1.1210209,-1.5659361,-0.31634456,1312.0,0.182,-0.85379964,1.090397008,0.330037428,0.796363636,0.698440208,0.136288998,1.061552926,0.366576986,0.000604719,0.117123583,50.87564194
1313,0.430180603,-0.55059201,-1.6289226,-0.45882076,1313.0,-0.0503,-0.45707718,0.957494641,0.447494568,0.796363636,0.698440208,0.261083744,1.041556228,0.327050799,0.00016658,0.090659205,50.9867361
1314,0.442560014,-0.40800607,-1.5869571,-0.8179068,1314.0,0.041,-0.48693803,1.039804042,0.439977551,0.796363636,0.698440208,0.38998358,1.021588789,0.262920813,0.00289543,0.111876684,51.09240196
1315,0.450155818,0.33472356,-1.2252727,-0.64971691,1315.0,0.154,-0.44532782,1.125852318,0.338773618,0.796363636,0.698440208,0.428571429,1.020509614,0.224362695,0.001871216,0.099979702,51.13977808
1316,0.465205863,1.1155726,-1.155131,-0.34409794,1316.0,-0.139,-0.64265233,0.97495655,0.37336791,0.796363636,0.528596187,0.456486043,1.028152019,0.186314818,0.000661842,0.107435325,51.18244439
1317,0.476617034,1.3181419,-1.2338498,0.19662137,1317.0,0.0534,-0.71787524,0.99057947,0.243752293,0.796363636,0.427209705,0.482758621,1.042638443,0.157025238,0.002165582,0.108708649,51.16332326
1318,0.472844767,1.0253615,-1.1460186,0.20741658,1318.0,0.00294,-0.87476885,1.034707086,0.18130365,0.796363636,0.426343154,0.482758621,1.050534123,0.148163146,0.001687821,0.077829413,51.07373168
1319,0.483812907,0.96548212,-1.1209217,0.52488202,1319.0,0.05,-0.98731184,1.008476596,0.179509026,0.796363636,0.426343154,0.482758621,1.061723056,0.160507969,0.000169107,0.052881353,50.99949252
1320,0.488708779,0.31206617,-1.4859061,0.14517675,1320.0,-0.00076,-1.0153673,1.006948768,0.177705763,0.796363636,0.447140381,0.482758621,1.070398544,0.181132751,0.00165846,0.03450545,50.93115715
1321,0.48532346,-0.22756869,-1.2263035,-0.3892526,1321.0,0.0177,-1.2227298,1.00623615,0.177705763,0.843636364,0.649913345,0.482758621,1.063222708,0.200214957,0.000494202,0.07118392,50.9196816
1322,0.479034756,-0.24172188,-1.1188024,-0.97680169,1322.0,0.126,-1.1978703,0.853219307,0.134500555,0.858181818,0.701039861,0.482758621,1.045334017,0.216120859,0.002281475,0.192758851,50.83426856
1323,0.459766191,-0.29518875,-1.1024975,-1.008074,1323.0,-0.0225,-1.1860949,1.001952554,0.188565422,0.858181818,0.701039861,0.482758621,1.071161026,0.237680508,0.002430525,0.175782375,50.82216272
1324,0.460538643,-0.56307924,-0.89639771,-1.3232261,1324.0,-0.017,-1.1810896,0.975932399,0.253178231,0.858181818,0.701039861,0.482758621,1.118681167,0.251256934,0.000957574,0.181028227,50.81074677
1325,0.455109732,-0.76291734,-0.53985149,-1.3787059,1325.0,-0.0293,-1.1884364,0.992874135,0.255487989,0.858181818,0.693240901,0.482758621,1.114524318,0.258760806,0.001253908,0.168530687,50.79788766
1326,0.479145805,-0.98200905,-0.20035543,-1.4641832,1326.0,0.0917,-1.0789087,0.998931692,0.218737505,0.858181818,0.687175043,0.482758621,1.128039997,0.268166045,0.0004211,0.175542905,50.68523127
1327,0.460928506,-0.94303542,-0.1938352,-1.453156,1327.0,-0.0188,-1.0029562,1.05414219,0.217071647,0.858181818,0.669844021,0.482758621,1.147378732,0.282890907,0.000466702,0.186846082,50.67810152
1328,0.429938919,-0.39784145,-0.14837997,-0.85472476,1328.0,0.182,-1.0403664,1.019333274,0.272170409,0.853636364,0.635181976,0.482758621,1.105886288,0.292634282,0.002107291,0.102675949,50.66326999
1329,0.435868575,0.29584607,-0.22888462,-0.46274984,1329.0,-0.164,-0.82437742,1.018780302,0.283480703,0.764545455,0.610051993,0.482758621,1.044387025,0.294718631,0.000725101,0.090993056,50.61368192
1330,0.447078135,0.63885528,-0.61775923,-0.27076489,1330.0,0.0179,-0.53490323,1.008774279,0.287827398,0.693636364,0.610051993,0.482758621,1.036423618,0.294641829,0.000482455,0.067527531,50.55405459
1331,0.443151476,0.88218629,-0.75447583,-0.073644787,1331.0,0.132,-0.65358067,0.975714738,0.287827398,0.678181818,0.610051993,0.482758621,1.023992206,0.292175462,0.001433001,0.078977044,50.53308825
1332,0.428524419,0.6411013,-0.10824974,-0.32685393,1332.0,-0.0555,-0.82323319,1.405938209,0.287827398,0.606363636,0.610051993,0.482758621,1.004519539,0.28585065,0.001497312,0.068874468,50.53421765
1333,0.428062793,0.10941634,-0.19497368,-0.62655544,1333.0,0.082,-0.83170778,0.937642335,0.287827398,0.534545455,0.610051993,0.482758621,1.019097,0.280254037,0.001167639,0.066519561,50.53067191
1334,0.42991542,-0.32473093,0.12406304,0.20013328,1334.0,0.0583,-0.72435981,1.417458365,0.287827398,0.510909091,0.66897747,0.482758621,1.030522889,0.275249685,0.001446673,0.103124839,50.52698818
1335,0.427958905,-0.26270616,0.45129129,0.71730971,1335.0,-0.0754,-1.0685852,0.937983135,0.288783852,0.510909091,0.677642981,0.482758621,1.035310302,0.269834127,0.000639321,0.079103852,50.53534326
1336,0.418975186,-0.089747138,0.18374237,1.1580269,1336.0,0.0388,-1.0163807,1.008708464,0.252423269,0.510909091,0.679376083,0.482758621,1.05253017,0.27924022,0.000460427,0.140185333,50.52418463
1337,0.426639031,0.74361706,-0.38013169,1.8833828,1337.0,0.0553,-0.93479341,1.003040453,0.258894739,0.510909091,0.679376083,0.482758621,1.065646463,0.319343352,0.000894449,0.138996619,50.49469782
1338,0.437653179,1.8267819,-0.061646298,1.7218912,1338.0,0.025,-1.1184149,1.089914516,0.263109817,0.510909091,0.677642981,0.482758621,1.058957648,0.377314632,0.001005084,0.056202311,50.47913224
1339,0.420443038,2.2010193,-0.51082242,0.76811332,1339.0,0.0503,-1.0792791,1.012323824,0.261990096,0.510909091,0.66897747,0.482758621,1.078815483,0.448890897,0.001988403,0.098118662,50.49616191
1340,0.430199969,2.0738668,-0.57972294,0.16565461,1340.0,-0.0512,-0.89052832,0.996785549,0.255771535,0.510909091,0.66897747,0.482758621,1.080840766,0.524735057,0.001526317,0.098918952,50.50815544
1341,0.428675677,1.7522169,-0.030637139,0.26755083,1341.0,0.0274,-1.1280059,0.999869031,0.409883359,0.510909091,0.66897747,0.482758621,1.08112873,0.596493567,0.000588554,0.0921674,50.53676132
1342,0.396537007,1.1207947,-0.28200251,0.042483628,1342.0,0.0169,-0.32114917,0.997136651,0.526056696,0.510909091,0.66897747,0.482758621,1.080102964,0.641500015,0.001859934,0.085845678,50.56129076
1343,0.421948768,0.31456336,-0.37657985,0.26400089,1343.0,0.0788,0.48379791,1.008450546,0.622328741,0.510909091,0.66897747,0.482758621,1.097063396,0.66745108,0.000342514,0.081551153,50.57242581
1344,0.434771331,-0.17359941,0.54253328,0.61347133,1344.0,-0.0103,1.7326484,1.014853402,0.635416164,0.510909091,0.66897747,0.482758621,1.068049137,0.678408121,0.000404451,0.102222041,50.54952518
1345,0.435204555,-0.4739323,0.34057418,0.85750294,1345.0,0.0613,1.3926914,1.007089453,0.694860912,0.510909091,0.66897747,0.482758621,1.060027495,0.685221555,0.002783002,0.112432925,50.53569734
1346,0.431495293,-0.53649729,-0.54838908,0.32450533,1346.0,0.0172,1.5697126,1.049606549,0.705156978,0.510909091,0.66897747,0.482758621,1.041334,0.683230765,0.001659672,0.125944872,50.53888072
1347,0.434693463,-0.44030201,-0.6348449,0.08476118,1347.0,0.00935,1.6770583,0.974433723,0.702481755,0.510909091,0.549393414,0.482758621,1.034262012,0.673854768,0.000244267,0.04115377,50.52144289
1348,0.422592216,-0.72777146,-0.50585675,-0.22945921,1348.0,0.0218,1.270738,1.02494749,0.700507686,0.510909091,0.50779896,0.482758621,1.013515547,0.647984196,0.000109347,0.091860641,50.46831714
1349,0.427138029,-0.2107303,-0.69632185,-0.64302975,1349.0,0.177,1.024665,1.054408475,0.696138309,0.510909091,0.505199307,0.482758621,1.012076577,0.606464273,0.003304849,0.069906527,50.45888941
1350,0.428024002,-0.1291427,0.38918942,-0.84802192,1350.0,-0.234,1.4982219,1.023548907,0.694963163,0.510909091,0.499133449,0.482758621,1.017924964,0.556580653,0.00105413,0.092540185,50.46566391
1351,0.430598617,-0.10369265,1.4158244,-0.45617178,1351.0,0.263,-0.16151474,1.006537796,0.693790235,0.510909091,0.471403813,0.377668309,1.01810209,0.506798487,0.002660672,0.107872161,50.46826464
1352,0.430514259,-0.42707041,1.8343765,-0.24345802,1352.0,-0.217,0.18934983,1.021244032,0.61460379,0.510909091,0.405545927,0.26272578,1.032959925,0.464147857,0.00227884,0.045141917,50.49946733
1353,0.404310338,-0.47730291,1.4365703,-0.46066344,1353.0,0.134,1.0578558,0.866534869,0.52749601,0.510909091,0.3847487,0.223316913,1.027608669,0.43845084,0.000261511,0.043805852,50.5531915
1354,0.404111081,0.032467775,1.3592148,0.17654213,1354.0,-0.0193,1.234622,1.076122982,0.452306769,0.510909091,0.3847487,0.223316913,1.028367198,0.42919995,0.002003796,0.04061933,50.57365676
1355,0.426591905,0.24377237,1.1109791,0.16334024,1355.0,0.108,0.88201505,1.045671194,0.449233614,0.510909091,0.380415945,0.223316913,1.026498166,0.428737282,0.001184397,0.045689249,50.56183159
1356,0.43432388,0.10726491,0.90220451,0.52418822,1356.0,0.104,0.38638866,0.959562714,0.447564904,0.510909091,0.341421144,0.223316913,1.084882997,0.422713885,0.003498795,0.054364395,50.48792507
1357,0.43264572,0.69943595,0.74147254,1.0822035,1357.0,-0.172,0.60103887,1.269808976,0.447564904,0.510909091,0.339688042,0.223316913,1.117835474,0.394595381,0.001281376,0.085011595,50.37244965
1358,0.429718394,1.4146358,1.3863472,1.8727984,1358.0,0.128,-0.94658452,1.145014692,0.447564904,0.510909091,0.302426343,0.223316913,1.125972247,0.359610134,0.001022247,0.081887832,50.2718964
1359,0.4297941,0.72232217,1.1402072,1.9330462,1359.0,-0.186,-0.92813265,0.976038937,0.447564904,0.510909091,0.298093588,0.223316913,1.124817114,0.32436632,0.002871288,0.105153619,50.16308683
1360,0.427520935,0.33333364,0.49321964,2.4525166,1360.0,0.129,-0.2392433,0.999027744,0.442410045,0.510909091,0.298093588,0.223316913,1.126258539,0.288996833,0.000747154,0.117485895,50.05428668
1361,0.423640665,0.88531578,-0.004325721,2.2149963,1361.0,0.109,-0.18081108,1.0454126,0.354926964,0.510909091,0.298960139,0.223316913,1.069425246,0.265198001,0.00042969,0.103149867,49.98326897
1362,0.381666713,0.60161752,-0.21738476,2.4556289,1362.0,-0.143,-0.19602785,0.987079073,0.251865515,0.510909091,0.347487002,0.223316913,1.018847447,0.271950807,0.003269112,0.103890623,49.95510399
1363,0.385032849,0.27452904,0.26019979,3.5398667,1363.0,0.143,-0.067524523,0.698249099,0.265505078,0.510909091,0.348353553,0.223316913,1.014033436,0.284677328,0.000315821,0.093118606,49.93617446
1364,0.38825174,0.39933461,-0.034957439,4.120152,1364.0,0.012,0.15574013,1.000748903,0.247991669,0.510909091,0.348353553,0.223316913,1.013591968,0.295513023,0.000234593,0.081920882,49.91895043
1365,0.384580128,0.73865902,-0.24458273,4.1762843,1365.0,0.252,1.0129101,0.980824912,0.263969012,0.510909091,0.348353553,0.223316913,1.026166445,0.299916037,0.003960083,0.117236456,49.92121845
1366,0.3705451,0.26087537,-0.17892158,3.8195713,1366.0,-0.0142,1.5729917,0.985896477,0.303432107,0.510909091,0.348353553,0.223316913,1.114351968,0.282128007,0.001916431,0.130458907,49.97717892
1367,0.363088377,-0.091404535,-0.21689737,3.3132751,1367.0,-0.0713,2.7036195,1.155812595,0.319459602,0.510909091,0.313691508,0.223316913,1.115066136,0.244901729,0.002190937,0.12834057,50.02070834
1368,0.381503414,0.11641257,-0.44261581,1.9622869,1368.0,-0.0847,2.3247936,1.026583303,0.31767311,0.510909091,0.294627383,0.223316913,1.112852734,0.191258158,0.004401081,0.128632153,50.05511653
1369,0.375707944,-0.26425174,-0.52405536,0.74877322,1369.0,0.0788,2.0289631,0.97851091,0.291247017,0.510909091,0.294627383,0.215106732,1.112650533,0.143744809,0.001959368,0.101359808,50.11754072
1370,0.372592172,-0.32980505,-0.39991406,-0.15287605,1370.0,0.00219,0.51953512,1.007042494,0.242707691,0.510909091,0.296360485,0.215106732,1.097777111,0.137738108,0.000146654,0.08270114,50.14687841
1371,0.393036102,0.39417878,-0.80389857,-0.71293014,1371.0,0.00208,0.33948344,1.013921693,0.167689214,0.510909091,0.298093588,0.215106732,1.005652416,0.178237866,0.002633824,0.062239602,50.14523999
1372,0.392145894,0.78962976,-0.83909535,-1.6452721,1372.0,0.0253,-0.85585511,0.996936706,0.09312475,0.510909091,0.298093588,0.215106732,1.003984136,0.227000612,0.001055256,0.115854273,50.17113875
1373,0.392589989,0.55445158,-1.6721929,-1.716526,1373.0,-0.0826,-0.91777259,1.002940538,0.031066137,0.510909091,0.298093588,0.215106732,1.007348892,0.288286572,0.002809686,0.131394294,50.19469066
1374,0.398094094,0.35276628,-1.2928208,-1.5618503,1374.0,0.105,-0.92359173,1.068552976,0.126695587,0.510909091,0.331889081,0.215106732,1.007615032,0.346230585,0.002432011,0.137090279,50.2048016
1375,0.395638172,0.15848216,-1.3034555,-1.7062485,1375.0,0.0623,-0.93358862,0.851226615,0.352061996,0.510909091,0.343154246,0.215106732,1.030229501,0.364969952,0.00075252,0.193684496,50.22920025
1376,0.392723477,0.39143282,-1.2912215,-1.3433814,1376.0,0.0541,-1.1457778,0.951725109,0.395013624,0.510909091,0.343154246,0.215106732,1.031110343,0.353272911,0.001530243,0.14976128,50.24746911
1377,0.395826972,0.74487424,-1.3539113,-1.1355475,1377.0,-0.0389,-1.2498292,1.001545329,0.355002994,0.510909091,0.343154246,0.215106732,1.031241245,0.344461737,0.000574714,0.184882781,50.25066493
1378,0.393299434,0.66329503,-1.1394644,-1.1032503,1378.0,0.0584,-1.1890022,1.005385108,0.359528235,0.510909091,0.343154246,0.215106732,1.029280348,0.340449689,0.000682648,0.068851511,50.25276372
1379,0.403865676,0.67838204,-1.3721311,-1.3127028,1379.0,0.0324,-0.84823287,0.991454352,0.351928233,0.510909091,0.343154246,0.215106732,1.032013377,0.33963038,0.002965697,0.069342132,50.24827131
1380,0.404521768,0.77839184,-1.0522689,-0.9942742,1380.0,0.0459,0.20720935,1.01965564,0.336084952,0.510909091,0.343154246,0.215106732,1.013533938,0.347733032,0.001072669,0.068686962,50.24395719
1381,0.401761254,-0.28505293,-0.9004057,-0.88704371,1381.0,-0.0563,0.10889447,0.968828952,0.336084952,0.510909091,0.343154246,0.215106732,1.01575565,0.366613089,0.000313528,0.073804281,50.22494988
1382,0.40215463,-1.0544246,-0.77469921,-0.36898133,1382.0,0.135,0.31192717,0.966068501,0.336084952,0.510909091,0.343154246,0.215106732,1.015290471,0.389286971,0.001125401,0.119910143,50.22062436
1383,0.403602121,-1.0811749,-0.78839707,0.23992583,1383.0,0.00897,-0.091303766,1.012106481,0.337865247,0.510909091,0.343154246,0.215106732,1.018004868,0.406857153,0.001081115,0.086775268,50.2287333
1384,0.402412601,-0.51279348,-0.84762508,0.15624976,1384.0,-0.0265,-0.33826193,1.010371216,0.368233606,0.510909091,0.343154246,0.215106732,1.016243827,0.413751983,0.000171331,0.106173973,50.19180445
1385,0.400957665,-0.56741941,-0.19976647,0.12004529,1385.0,0.0791,-0.83156854,1.020850446,0.396103491,0.510909091,0.343154246,0.215106732,1.019059619,0.409872465,0.001538816,0.12415114,50.11066476
1386,0.410084372,-0.27524388,-0.3881765,-0.27410448,1386.0,-0.071,-0.9886173,1.001687149,0.464614994,0.510909091,0.343154246,0.215106732,1.012902794,0.391293662,0.000636041,0.119462208,50.06390872
1387,0.392323216,-0.15894642,0.17722274,-0.20761172,1387.0,-0.0929,-0.94386792,1.006111386,0.438606411,0.510909091,0.343154246,0.215106732,1.018450397,0.359073604,0.002593946,0.113668958,50.01866731
1388,0.410859799,-0.016668418,-0.027020177,-0.54642385,1388.0,0.201,-0.86916119,0.996267419,0.39691509,0.510909091,0.343154246,0.215106732,1.020581531,0.322347348,0.001435579,0.102752499,49.95257487
1389,0.401695536,-0.61261421,0.19172554,-0.14096962,1389.0,-0.0342,-0.71578968,0.989146736,0.375333951,0.510909091,0.343154246,0.215106732,1.034110341,0.292424586,0.000410153,0.09361961,49.92102779
1390,0.371438881,-0.16370218,-0.55171162,-0.065197572,1390.0,0.0279,-0.82611758,1.007489283,0.339485141,0.510909091,0.343154246,0.215106732,1.092340504,0.273050803,0.001253973,0.098228041,49.94525687
1391,0.364215846,0.073364787,-0.41901875,-0.12481596,1391.0,0.0429,-0.76654208,1.003221432,0.320870383,0.510909091,0.343154246,0.215106732,1.100743131,0.270837691,0.000565431,0.091690758,49.96935929
1392,0.387964278,0.36203295,-0.89333808,0.12549566,1392.0,-0.0229,-0.78945684,1.011472568,0.247334277,0.510909091,0.343154246,0.215106732,1.097411264,0.287477498,0.000364806,0.087391434,49.98190671
1393,0.37697921,0.098603286,-0.53563142,0.050126415,1393.0,0.163,-0.86406487,1.229670743,0.222847614,0.510909091,0.343154246,0.215106732,1.151343107,0.312333188,0.002856425,0.09076243,49.99819009
1394,0.375102047,0.36862925,-0.96291703,0.080648981,1394.0,-0.102,-0.91759366,0.926013263,0.245208123,0.510909091,0.343154246,0.215106732,1.166692828,0.333248961,0.0008479,0.082641092,50.0366999
1395,0.380052318,0.44492957,-0.41120234,0.55732661,1395.0,0.0567,-0.83302122,1.030381839,0.281435698,0.510909091,0.336221837,0.215106732,1.127677855,0.315386627,0.000310831,0.047149056,50.10616356
1396,0.382901411,0.26232389,0.13256313,1.4034033,1396.0,-0.0602,-1.064993,1.168504976,0.357807672,0.510909091,0.274696707,0.215106732,1.188700124,0.272238881,0.002251557,0.072501063,50.16050773
1397,0.384631189,0.1805916,0.23228915,1.7656749,1397.0,0.0474,-0.66969234,0.997619773,0.362332225,0.510909091,0.273830156,0.215106732,1.216106778,0.219865694,0.000208776,0.085405857,50.20953472
1398,0.390405087,0.53580236,0.049470402,2.4240425,1398.0,0.0843,-0.69737011,1.100065079,0.363872932,0.510909091,0.273830156,0.215106732,1.249958777,0.169868611,0.000123073,0.097210108,50.27377528
1399,0.387819636,0.73502821,0.39230087,2.7180712,1399.0,0.0469,-0.77131891,0.997576956,0.265947076,0.510909091,0.273830156,0.215106732,1.283143105,0.13970308,0.00025286,0.109171441,50.32313752
1400,0.399552679,0.39237875,0.043251637,2.6683097,1400.0,-0.0888,-0.26619974,0.979774349,0.115737958,0.510909091,0.273830156,0.215106732,1.320107276,0.164090296,0.001481084,0.080142971,50.32405042
1401,0.405769419,0.11794446,-0.34330317,1.9589043,1401.0,0.165,-0.26842126,1.040266746,0.105150456,0.510909091,0.273830156,0.215106732,1.277745926,0.205426724,0.001747268,0.134841949,50.32121378
1402,0.40143063,-0.099078134,-0.087943166,0.79349017,1402.0,-0.123,-0.31050646,1.28235273,0.105150456,0.510909091,0.279029463,0.215106732,1.296328604,0.252747955,0.0016701,0.237686398,50.30921564
1403,0.407742939,-0.28575221,-0.2313794,0.31817085,1403.0,0.0498,-0.020677144,0.983252415,0.129254119,0.510909091,0.279029463,0.215106732,1.2937137,0.300609364,0.001058302,0.116119579,50.27474927
1404,0.416125416,-0.31782839,-0.23017402,-0.14633492,1404.0,0.0419,0.19528708,1.423911265,0.268819139,0.510909091,0.281629116,0.215106732,1.297936594,0.343735359,0.000238955,0.08054037,50.21761847
1405,0.405712518,0.067890473,-0.19233924,0.59748441,1405.0,0.119,0.30480433,1.040787009,0.31464541,0.510909091,0.289428076,0.215106732,1.27294631,0.350382862,0.001338323,0.077463423,50.16262524
1406,0.406836313,0.46123961,-0.37282443,1.3856725,1406.0,-0.0648,0.17299922,0.991887962,0.320433943,0.510909091,0.294627383,0.238916256,1.338937484,0.353706253,0.000271936,0.085240339,50.12510449
1407,0.405639181,0.95775026,-0.094113559,1.7811103,1407.0,-0.0145,-0.16232012,1.108863828,0.3490394,0.510909091,0.294627383,0.308702791,1.395179761,0.347368907,0.00156719,0.122946952,50.10484678
1408,0.40355683,0.67910218,-0.015970768,1.7868928,1408.0,0.0856,-0.03590909,1.035617649,0.409822059,0.510909091,0.294627383,0.323481117,1.423143954,0.332828701,0.000932653,0.110528959,50.04022845
1409,0.392313302,0.56409937,-0.28988382,1.4984413,1409.0,-0.00158,-0.75005579,1.027845072,0.371728894,0.510909091,0.294627383,0.55500821,1.403136853,0.288184997,0.000415172,0.119846327,49.9842428
1410,0.385628268,-0.2198296,-0.31708178,0.22925527,1410.0,0.0949,-0.67517573,0.986797468,0.310569272,0.510909091,0.294627383,0.55500821,1.4491468,0.243687448,0.0019037,0.093865799,49.96464228
1411,0.389580682,-0.65706581,-0.82486969,-0.61324137,1411.0,-0.0349,-0.41674349,0.956451813,0.348961619,0.510909091,0.294627383,0.55500821,1.499340858,0.194263732,0.000231365,0.131637703,49.8957547
1412,0.389510522,-0.65467525,-1.4526242,-0.63579774,1412.0,0.03,-0.14522,1.176589665,0.281648002,0.414545455,0.294627383,0.55500821,1.424669045,0.182446703,0.000226005,0.132823812,49.80793893
1413,0.390323508,-0.16512266,-1.128469,-0.87754977,1413.0,0.13,-0.1683684,1.094108607,0.237043311,0.315454545,0.294627383,0.55500821,1.447858333,0.205983208,0.002253029,0.134624061,49.78461121
1414,0.352526757,-0.12718974,-1.0049917,-0.76807654,1414.0,-0.103,-0.15815084,1.689720833,0.122349458,0.291818182,0.337954939,0.55500821,1.635619945,0.289953972,0.000737944,0.104069144,49.78645567
1415,0.372650512,0.18525988,-0.57718778,-1.1623166,1415.0,0.0133,1.0556071,1.345151226,0.095173268,0.261818182,0.351819757,0.55500821,1.687229051,0.405315518,0.000316155,0.115692174,49.71810778
1416,0.37635881,0.46234518,-0.20962335,-0.92204392,1416.0,0.0551,1.5267339,0.987831864,0.174148513,0.261818182,0.351819757,0.55500821,1.649780732,0.533627985,0.002357669,0.154601454,49.6305086
1417,0.347381673,0.065251298,-0.26969114,-0.94803333,1417.0,-0.0178,2.9721,1.339238309,0.340313773,0.261818182,0.344887348,0.55500821,1.702904917,0.603328701,0.000869069,0.160372578,49.58718324
1418,0.3592815,-0.15592104,-0.51685488,-0.50018167,1418.0,0.0288,3.2148566,1.023634944,0.472539422,0.261818182,0.317157712,0.55500821,1.692424657,0.630086641,0.002468628,0.148610966,49.53575299
1419,0.369279438,-0.40529713,-0.62423253,-0.33607581,1419.0,0.181,3.3848321,0.853463799,0.652199794,0.261818182,0.296360485,0.55500821,1.716486755,0.592985771,0.002791064,0.114838715,49.51423569
1420,0.359511086,-0.35456792,-0.39297915,-0.15826665,1420.0,-0.0886,2.5962758,0.95938858,0.75299518,0.261818182,0.285961872,0.55500821,1.681887604,0.519431019,0.001249164,0.112512598,49.40586307
1421,0.328709268,-0.12659428,0.15135865,0.61881804,1421.0,-0.0163,1.7114952,1.125980505,0.659701977,0.261818182,0.285961872,0.55500821,1.688879082,0.442713369,0.000912957,0.161743369,49.45526658
1422,0.338404473,0.13150828,0.41239339,1.2152593,1422.0,0.0896,0.43644086,2.643816872,0.570321233,0.261818182,0.285961872,0.55500821,1.720120578,0.368879146,0.000957915,0.133150656,49.48530039
1423,0.348446154,0.53506684,1.187573,0.46793595,1423.0,-0.0108,0.23146884,1.049488559,0.477898075,0.261818182,0.262564991,0.55500821,1.722726195,0.327481892,0.001007805,0.133347477,49.48837887
1424,0.337779556,0.80663234,2.4117596,0.17472897,1424.0,-0.0735,-0.32336167,1.245402743,0.324757277,0.261818182,0.242634315,0.55500821,1.768686665,0.327038092,0.001845843,0.12656343,49.45534843
1425,0.305929498,0.52924258,2.3574467,0.59222472,1425.0,0.109,-0.30377153,1.638665577,0.339713183,0.261818182,0.235701906,0.55500821,1.896879735,0.368890951,0.001452957,0.095252725,49.56964696
1426,0.313977743,0.098681942,2.0951958,0.39062923,1426.0,-0.0219,-0.4663139,1.283998713,0.366250429,0.261818182,0.229636049,0.55500821,1.965276111,0.395289931,0.000463048,0.115903225,49.5907324
1427,0.364524522,0.62631285,2.5263164,0.90216869,1427.0,0.0849,-0.64709109,0.931298503,0.226605869,0.261818182,0.193240901,0.55500821,2.035719023,0.419557766,0.003755309,0.111648252,49.56892799
1428,0.354928615,0.31016293,2.0071769,1.5453888,1428.0,0.0477,-0.63795435,1.210926459,0.399373513,0.261818182,0.178509532,0.55500821,1.954044578,0.409306466,0.001109792,0.118537,49.62351531
1429,0.3125335,0.84531587,0.7639755,2.2390459,1429.0,-0.0487,-0.84898639,1.995250274,0.504590362,0.261818182,0.178509532,0.55500821,1.734548497,0.375916319,0.000392635,0.13747385,49.71497331
1430,0.333190664,1.2960113,-0.11932982,1.7949438,1430.0,0.0382,-0.95773667,1.841119269,0.523434603,0.261818182,0.178509532,0.55500821,1.55070084,0.293576348,0.000210236,0.1550812,49.75523188
